GENERAL ENFORCEMENT REGULATIONS,Imports and Exports,1.95, Application for authorization to relabel and recondition.,"""Application for authorization to relabel or perform other action to bring the article into compliance with the act or to render it other than a food, drug, device or cosmetic may be filed only by the owner or consignee, and shall:  (a) Contain detailed proposals for bringing the article into compliance with the act or rendering it other than a food, drug, device, or cosmetic.  (b) Specify the time and place where such operations will be carried out and the approximate time for their completion."""
GENERAL ENFORCEMENT REGULATIONS,Imports and Exports,1.96, Granting of authorization to relabel and recondition.,"""(a) When authorization contemplated by 1.95 is granted, the district director shall notify the applicant in writing, specifying:  (1) The procedure to be followed;  (2) The disposition of the rejected articles or portions thereof;  (3) That the operations are to be carried out under the supervision of an officer of the Food and Drug Administration or the U.S. Customs Service, as the case may be;  (4) A time limit, reasonable in the light of the circumstances, for completion of the operations; and  (5) Such other conditions as are necessary to maintain adequate supervision and control over the article.  (b) Upon receipt of a written request for extension of time to complete such operations, containing reasonable grounds therefor, the district director may grant such additional time as he deems necessary.  (c) An authorization may be amended upon a showing of reasonable grounds therefor and the filing of an amended application for authorization with the district director.  (d) If ownership of an article covered by an authorization changes before the operations specified in the authorization have been completed, the original owner will be held responsible, unless the new owner has executed a bond and obtained a new authorization. Any authorization granted under this section shall supersede and nullify any previously granted authorization with respect to the article. [42 FR 15553, Mar. 22, 1977, as amended at 54 FR 9033, Mar. 3, 1989]"""
GENERAL ENFORCEMENT REGULATIONS,Imports and Exports,1.97, Bonds.,"""(a) The bonds required under section 801(b) of the act may be executed by the owner or consignee on the appropriate form of a customs single-entry or term bond, containing a condition for the redelivery of the merchandise or any part thereof upon demand of the collector of customs and containing a provision for the performance of conditions as may legally be imposed for the relabeling or other action necessary to bring the article into compliance with the act or rendering it other than a food, drug, device, or cosmetic, in such manner as is prescribed for such bond in the customs regulations in force on the date of request for authorization. The bond shall be filed with the collector of customs.  (b) The collector of customs may cancel the liability for liquidated damages incurred under the above-mentioned provisions of such a bond, if he receives an application for relief therefrom, upon the payment of a lesser amount or upon such other terms and conditions as shall be deemed appropriate under the law and in view of the circumstances, but the collector shall not act under this regulation in any case unless the district director is in full agreement with the action."""
GENERAL ENFORCEMENT REGULATIONS,Imports and Exports,1.99, Costs chargeable in connection with relabeling and reconditioning inadmissible imports.,"""The cost of supervising the relabeling or other action in connection with an import of food, drugs, devices, or cosmetics which fails to comply with the Federal Food, Drug, and Cosmetic Act shall be paid by the owner or consignee who files an application requesting such action and executes a bond, pursuant to section 801(b) of the act, as amended. The cost of such supervision shall include, but not be restricted to, the following:  (a) Travel expenses of the supervising officer.  (b) Per diem in lieu of subsistence of the supervising officer when away from his home station, as provided by law.  (c) The charge for the services of the supervising officer, which shall include administrative support, shall be computed at a rate per hour equal to 266 percent of the hourly rate of regular pay of a grade GS-11/4 employee, except that such services performed by a customs officer and subject to the provisions of the act of February 13, 1911, as amended (sec. 5, 36 Stat. 901, as amended (19 U.S.C. 267)), shall be calculated as provided in that act.  (d) The charge for the service of the analyst, which shall include administrative and laboratory support, shall be computed at a rate per hour equal to 266 percent of the hourly rate of regular pay of a grade GS-12/4 employee. The rate per hour equal to 266 percent of the equivalent hourly rate of regular pay of the supervising officer (GS-11/4) and the analyst (GS-12/4) is computed as follows:   Hours Gross number of working hours in 52 40-hr weeks 2,080 Less: 9 legal public holidays--New Years Day, Washington's Birthday, Memorial Day, Independence Day, Labor Day, Columbus Day, Veterans Day, Thanksgiving Day, and Christmas Day 72 Annual leave--26 d 208 Sick leave--13 d 104 Total 384 Net number of working hours 1,696 Gross number of working hours in 52 40-hr weeks 2,080 Working hour equivalent of Government contributions for employee retirement, life insurance, and health benefits computed at 81/2 pct. of annual rate of pay of employee 176 Equivalent annual working hours 2,256 Support required to equal to 1 man-year 2,256 Equivalent gross annual working hours charged to Food and Drug appropriation 4,512  (e) The minimum charge for services of supervising officers and of analysts shall be not less than the charge for 1 hour, and time after the first hour shall be computed in multiples of 1 hour, disregarding fractional parts less than 1/2 hour. Ratio of equivalent gross annual number of working hours charged to Food and Drug appropriation to net number of annual working hours 4,512/1,696 = 266 pct. Note:"""
GENERAL ENFORCEMENT REGULATIONS,Imports and Exports,1.101, Notification and recordkeeping.,"""(a)  Scope.   This section pertains to notifications and records required for human drug, biological product, device, animal drug, food, cosmetic, and tobacco product exports under sections 801 or 802 of the Federal Food, Drug, and Cosmetic Act or (21 U.S.C. 381 and 382) or section 351 of the Public Health Service Act (42 U.S.C. 262).  (b)  Recordkeeping requirements for human drugs, biological products, devices, animal drugs, foods, cosmetics, and tobacco products exported under or subject to section 801(e)(1) of the Federal Food, Drug, and Cosmetic Act.   Persons exporting an article under section 801(e)(1) of the act or an article otherwise subject to section 801(e)(1) of the act shall maintain records as enumerated in paragraphs (b)(1) through (b)(4) of this section demonstrating that the product meets the requirements of section 801(e)(1) of the act. Such records shall be maintained for the same period of time as required for records subject to good manufacturing practice or quality systems regulations applicable to the product, except that records pertaining to the export of foods and cosmetics under section 801(e)(1) of the act shall be kept for 3 years after the date of exportation. The records shall be made available to the Food and Drug Administration (FDA), upon request, during an inspection for review and copying by FDA.  (1) Records demonstrating that the product meets the foreign purchaser's specifications: The records must contain sufficient information to match the foreign purchaser's specifications to a particular export;  (2) Records demonstrating that the product does not conflict with the laws of the importing country: This may consist of either a letter from an appropriate foreign government agency, department, or other authorized body stating that the product has marketing approval from the foreign government or does not conflict with that country's laws, or a notarized certification by a responsible company official in the United States that the product does not conflict with the laws of the importing country and that includes a statement acknowledging that he or she is subject to the provisions of 18 U.S.C. 1001;  (3) Records demonstrating that the product is labeled on the outside of the shipping package that it is intended for export: This may consist of copies of any labels or labeling statements, such as ""For export only,"" that are placed on the shipping packages or, if the exported product does not have a shipping package or container, on shipping invoices or other documents accompanying the exported product; and  (4) Records demonstrating that the product is not sold or offered for sale in the United States: This may consist of production and shipping records for the exported product and promotional materials.  (c)  Additional recordkeeping requirements for partially processed biological products exported under section 351(h) of the Public Health Service Act.   In addition to the requirements in paragraph (b) of this section, persons exporting a partially processed biological product under section 351(h) of the Public Health Service Act shall maintain, for the same period of time as required for records subject to good manufacturing practice or quality systems regulations applicable to the product, and make available to FDA, upon request, during an inspection for review and copying by FDA, the following records:  (1) Records demonstrating that the product for export is a partially processed biological product and not in a form applicable to the prevention, treatment, or cure of diseases or injuries of man;  (2) Records demonstrating that the partially processed biological product was manufactured in conformity with current good manufacturing practice requirements;  (3) Records demonstrating the distribution of the exported partially processed biological products; and  (4) Copies of all labeling that accompanies the exported partially processed biological product and other records demonstrating that the exported partially processed biological product is intended for further manufacture into a final dosage form outside the United States; this may include a container label with the statement, ""Caution: For Further Manufacturing Use Only"" and any package insert.  (d)  Notification requirements for drugs, biological products, and devices exported under section 802 of the act.   (1) Persons exporting a human drug, biological product, or device under section 802 of the act, other than a drug, biological product, or device for investigational use exported under section 802(c) of the act, or a drug, biological product, or device exported in anticipation of marketing authorization under section 802(d) of the act, shall provide written notification to FDA. The notification shall identify:  (i) The product's trade name;  (ii) If the product is a drug or biological product, the product's abbreviated or proper name or, if the product is a device, the type of device;  (iii) If the product is a drug or biological product, a description of the product's strength and dosage form or, if the product is a device, the product's model number; and  (iv) If the export is to a country not listed in section 802(b)(1) of the act, the country that is to receive the exported article. The notification may, but is not required to, identify countries listed in section 802(b)(1) of the act or state that the export is intended for a listed country without identifying the listed country.  (2) The notification shall be sent to the following addresses:  (i) For biological products and devices regulated by the Center for Biologics Evaluation and Research--Food and Drug Administration, Center for Biologics Evaluation and Research, Document Control Center, 10903 New Hampshire Ave., Bldg. 71, Rm. G112, Silver Spring, MD 20993-0002.  (ii) For human drug products, biological products, and devices regulated by the Center for Drug Evaluation and Research--Division of New Drugs and Labeling Compliance, Center for Drug Evaluation and Research, Food and Drug Administration, 10903 New Hampshire Ave., Silver Spring, MD 20993-0002.  (iii) For devices--Food and Drug Administration, Center for Devices and Radiological Health, Division of Program Operations, 10903 New Hampshire Ave., Bldg. 66, rm. 5429, Silver Spring, MD 20993-0002.  (e)  Recordkeeping requirements for products subject to section 802(g) of the act.   (1) Any person exporting a product under any provision of section 802 of the act shall maintain records of all drugs, biological products, and devices exported and the countries to which the products were exported. In addition to the requirements in paragraph (b) of this section, such records include, but are not limited to, the following:  (i) The product's trade name;  (ii) If the product is a drug or biological product, the product's abbreviated or proper name or, if the product is a device, the type of device;  (iii) If the product is a drug or biological product, a description of its strength and dosage form and the product's lot or control number or, if the product is a device, the product's model number;  (iv) The consignee's name and address; and  (v) The date on which the product was exported and the quantity of product exported.  (2) These records shall be kept at the site from which the products were exported or manufactured, and be maintained for the same period of time as required for records subject to good manufacturing practice or quality systems regulations applicable to the product. The records shall be made available to FDA, upon request, during an inspection for review and copying by FDA. [66 FR 65447, Dec. 19, 2001, as amended at 69 FR 48774, Aug. 11, 2004; 70 FR 14980, Mar. 24, 2005; 74 FR 13112, Mar. 26, 2009; 75 FR 20914, Apr. 22, 2010; 77 FR 5176, Feb. 2, 2012; 80 FR 18090, Apr. 3, 2015]"""
GENERAL ENFORCEMENT REGULATIONS,Registration of Food Facilities,1.225, Who must register under this subpart?,"""(a) You must register your facility under this subpart if you are the owner, operator, or agent in charge of either a domestic or foreign facility, as defined in this subpart, and your facility is engaged in the manufacturing/processing, packing, or holding of food for consumption in the United States, unless your facility qualifies for one of the exemptions in 1.226.  (b) If you are an owner, operator, or agent in charge of a domestic facility, you must register your facility whether or not the food from the facility enters interstate commerce.  (c) If you are the owner, operator, or agent in charge of a facility, you may authorize an individual to register your facility on your behalf."""
GENERAL ENFORCEMENT REGULATIONS,Registration of Food Facilities,1.226, Who does not have to register under this subpart?,"""This subpart does not apply to the following facilities:  (a) A foreign facility, if food from such facility undergoes further manufacturing/processing (including packaging) by another facility outside the United States. A facility is not exempt under this provision if the further manufacturing/processing (including packaging) conducted by the subsequent facility consists of adding labeling or any similar activity of a  de minimis   nature;  (b) Farms;  (c) Retail food establishments;  (d) Restaurants;  (e) Nonprofit food establishments in which food is prepared for, or served directly to, the consumer;  (f) Fishing vessels, including those that not only harvest and transport fish but also engage in practices such as heading, eviscerating, or freezing intended solely to prepare fish for holding on board a harvest vessel. However, those fishing vessels otherwise engaged in processing fish are subject to this subpart. For the purposes of this section, ""processing"" means handling, storing, preparing, shucking, changing into different market forms, manufacturing, preserving, packing, labeling, dockside unloading, holding, or heading, eviscerating, or freezing other than solely to prepare fish for holding on board a harvest vessel;  (g) Facilities that are regulated exclusively, throughout the entire facility, by the U.S. Department of Agriculture under the Federal Meat Inspection Act (21 U.S.C. 601  et seq.  ), the Poultry Products Inspection Act (21 U.S.C. 451  et seq.  ), or the Egg Products Inspection Act (21 U.S.C. 1031  et seq.  );"""
GENERAL ENFORCEMENT REGULATIONS,Registration of Food Facilities,1.227, What definitions apply to this subpart?,"""The definitions of terms in section 201 of the Federal Food, Drug, and Cosmetic Act apply to such terms when used in this subpart. In addition, for the purposes of this subpart:  Calendar day   means every day shown on the calendar.  Facility   means any establishment, structure, or structures under one ownership at one general physical location, or, in the case of a mobile facility, traveling to multiple locations, that manufactures/processes, packs, or holds food for consumption in the United States. Transport vehicles are not facilities if they hold food only in the usual course of business as carriers. A facility may consist of one or more contiguous structures, and a single building may house more than one distinct facility if the facilities are under separate ownership. The private residence of an individual is not a facility. Nonbottled water drinking water collection and distribution establishments and their structures are not facilities.  (1)  Domestic facility   means any facility located in any State or Territory of the United States, the District of Columbia, or the Commonwealth of Puerto Rico that manufactures/processes, packs, or holds food for consumption in the United States.  (2)  Foreign facility   means a facility other than a domestic facility that manufactures/processes, packs, or holds food for consumption in the United States.  Farm   means:  (1) Primary production farm. A primary production farm is an operation under one management in one general (but not necessarily contiguous) physical location devoted to the growing of crops, the harvesting of crops, the raising of animals (including seafood), or any combination of these activities. The term ""farm"" includes operations that, in addition to these activities:  (i) Pack or hold raw agricultural commodities;  (ii) Pack or hold processed food, provided that all processed food used in such activities is either consumed on that farm or another farm under the same management, or is processed food identified in paragraph (1)(iii)(B)( 1  ) of this definition; and  (iii) Manufacture/process food, provided that:  (A) All food used in such activities is consumed on that farm or another farm under the same management; or  (B) Any manufacturing/processing of food that is not consumed on that farm or another farm under the same management consists only of:  ( 1  ) Drying/dehydrating raw agricultural commodities to create a distinct commodity (such as drying/dehydrating grapes to produce raisins), and packaging and labeling such commodities, without additional manufacturing/processing (an example of additional manufacturing/processing is slicing);  ( 2  ) Treatment to manipulate the ripening of raw agricultural commodities (such as by treating produce with ethylene gas), and packaging and labeling treated raw agricultural commodities, without additional manufacturing/processing; and  ( 3  ) Packaging and labeling raw agricultural commodities, when these activities do not involve additional manufacturing/processing (an example of additional manufacturing/processing is irradiation); or  (2) Secondary activities farm. A secondary activities farm is an operation, not located on a primary production farm, devoted to harvesting (such as hulling or shelling), packing, and/or holding of raw agricultural commodities, provided that the primary production farm(s) that grows, harvests, and/or raises the majority of the raw agricultural commodities harvested, packed, and/or held by the secondary activities farm owns, or jointly owns, a majority interest in the secondary activities farm. A secondary activities farm may also conduct those additional activities allowed on a primary production farm as described in paragraphs (1)(ii) and (iii) of this definition.  Food   has the meaning given in section 201(f) of the Federal Food, Drug, and Cosmetic Act:  (1) Except for purposes of this subpart, it does not include:  (i) Food contact substances as defined in section 409(h)(6) of the Federal Food, Drug, and Cosmetic Act; or  (ii) Pesticides as defined in 7 U.S.C. 136(u).  (2) Examples of food include: Fruits, vegetables, fish, dairy products, eggs, raw agricultural commodities for use as food or as components of food, animal feed (including pet food), food and feed ingredients, food and feed additives, dietary supplements and dietary ingredients, infant formula, beverages (including alcoholic beverages and bottled water), live food animals, bakery goods, snack foods, candy, and canned foods.  Harvesting   applies to farms and farm mixed-type facilities and means activities that are traditionally performed on farms for the purpose of removing raw agricultural commodities from the place they were grown or raised and preparing them for use as food. Harvesting is limited to activities performed on raw agricultural commodities, or on processed foods created by drying/dehydrating a raw agricultural commodity without additional manufacturing/processing, on a farm. Harvesting does not include activities that transform a raw agricultural commodity into a processed food as defined in section 201(gg) of the Federal Food, Drug, and Cosmetic Act. Examples of harvesting include cutting (or otherwise separating) the edible portion of the raw agricultural commodity from the crop plant and removing or trimming part of the raw agricultural commodity ( e.g.,   foliage, husks, roots or stems). Examples of harvesting also include cooling, field coring, filtering, gathering, hulling, shelling, sifting, threshing, trimming of outer leaves of, and washing raw agricultural commodities grown on a farm.  Holding   means storage of food and also includes activities performed incidental to storage of a food ( e.g.,   activities performed for the safe or effective storage of that food, such as fumigating food during storage, and drying/dehydrating raw agricultural commodities when the drying/dehydrating does not create a distinct commodity (such as drying/dehydrating hay or alfalfa)). Holding also includes activities performed as a practical necessity for the distribution of that food (such as blending of the same raw agricultural commodity and breaking down pallets), but does not include activities that transform a raw agricultural commodity into a processed food as defined in section 201(gg) of the Federal Food, Drug, and Cosmetic Act. Holding facilities could include warehouses, cold storage facilities, storage silos, grain elevators, and liquid storage tanks.  Manufacturing/processing   means making food from one or more ingredients, or synthesizing, preparing, treating, modifying or manipulating food, including food crops or ingredients. Examples of manufacturing/processing activities include: Baking, boiling, bottling, canning, cooking, cooling, cutting, distilling, drying/dehydrating raw agricultural commodities to create a distinct commodity (such as drying/dehydrating grapes to produce raisins), evaporating, eviscerating, extracting juice, formulating, freezing, grinding, homogenizing, irradiating, labeling, milling, mixing, packaging (including modified atmosphere packaging), pasteurizing, peeling, rendering, treating to manipulate ripening, trimming, washing, or waxing. For farms and farm mixed-type facilities, manufacturing/processing does not include activities that are part of harvesting, packing, or holding.  Mixed-type facility   means an establishment that engages in both activities that are exempt from registration under section 415 of the Federal Food, Drug, and Cosmetic Act and activities that require the establishment to be registered. An example of such a facility is a ""farm mixed-type facility,"" which is an establishment that is a farm, but also conducts activities outside the farm definition that require the establishment to be registered.  Nonprofit food establishment   means a charitable entity that prepares or serves food directly to the consumer or otherwise provides food or meals for consumption by humans or animals in the United States. The term includes central food banks, soup kitchens, and nonprofit food delivery services. To be considered a nonprofit food establishment, the establishment must meet the terms of section 501(c)(3) of the U.S. Internal Revenue Code (26 U.S.C. 501(c)(3)).  Packaging   (when used as a verb) means placing food into a container that directly contacts the food and that the consumer receives.  Packing   means placing food into a container other than packaging the food and also includes re-packing and activities performed incidental to packing or re-packing a food ( e.g.,   activities performed for the safe or effective packing or re-packing of that food (such as sorting, culling, grading, and weighing or conveying incidental to packing or re-packing)), but does not include activities that transform a raw agricultural commodity, as defined in section 201(r) of the Federal Food, Drug, and Cosmetic Act, into a processed food as defined in section 201(gg) of the Federal Food, Drug, and Cosmetic Act.  Restaurant   means a facility that prepares and sells food directly to consumers for immediate consumption. ""Restaurant"" does not include facilities that provide food to interstate conveyances, central kitchens, and other similar facilities that do not prepare and serve food directly to consumers.  (1) Entities in which food is provided to humans, such as cafeterias, lunchrooms, cafes, bistros, fast food establishments, food stands, saloons, taverns, bars, lounges, catering facilities, hospital kitchens, day care kitchens, and nursing home kitchens are restaurants; and  (2) Pet shelters, kennels, and veterinary facilities in which food is provided to animals are restaurants.  Retail food establishment   means an establishment that sells food products directly to consumers as its primary function. The term ""retail food establishment"" includes facilities that manufacture, process, pack, or hold food if the establishment's primary function is to sell from that establishment food, including food that it manufactures, processes, packs, or holds, directly to consumers. A retail food establishment's primary function is to sell food directly to consumers if the annual monetary value of sales of food products directly to consumers exceeds the annual monetary value of sales of food products to all other buyers. The term ""consumers"" does not include businesses. A ""retail food establishment"" includes grocery stores, convenience stores, and vending machine locations. A ""retail food establishment"" also includes certain farm-operated businesses selling food directly to consumers as their primary function.  (1) Sale of food directly to consumers from an establishment located on a farm includes sales by that establishment directly to consumers:  (i) At a roadside stand (a stand situated on the side of or near a road or thoroughfare at which a farmer sells food from his or her farm directly to consumers) or farmers' market (a location where one or more local farmers assemble to sell food from their farms directly to consumers);  (ii) Through a community supported agriculture program. Community supported agriculture (CSA) program means a program under which a farmer or group of farmers grows food for a group of shareholders (or subscribers) who pledge to buy a portion of the farmer's crop(s) for that season. This includes CSA programs in which a group of farmers consolidate their crops at a central location for distribution to shareholders or subscribers; and  (iii) At other such direct-to-consumer sales platforms, including door-to-door sales; mail, catalog and Internet order, including online farmers markets and online grocery delivery; religious or other organization bazaars; and State and local fairs.  (2) Sale of food directly to consumers by a farm-operated business includes the sale of food by that farm-operated business directly to consumers:  (i) At a roadside stand (a stand situated on the side of or near a road or thoroughfare at which a farmer sells food from his or her farm directly to consumers) or farmers' market (a location where one or more local farmers assemble to sell food from their farms directly to consumers);  (ii) Through a community supported agriculture program. Community supported agriculture (CSA) program means a program under which a farmer or group of farmers grows food for a group of shareholders (or subscribers) who pledge to buy a portion of the farmer's crop(s) for that season. This includes CSA programs in which a group of farmers consolidate their crops at a central location for distribution to shareholders or subscribers; and  (iii) At other such direct-to-consumer sales platforms, including door-to-door sales; mail, catalog and Internet order, including online farmers markets and online grocery delivery; religious or other organization bazaars; and State and local fairs.  (3) For the purposes of this definition, ""farm-operated business"" means a business that is managed by one or more farms and conducts manufacturing/processing not on the farm(s).  Trade name   means the name or names under which the facility conducts business, or additional names by which the facility is known. A trade name is associated with a facility, and a brand name is associated with a product.  U.S. agent   means a person (as defined in section 201(e) of the Federal Food, Drug, and Cosmetic Act (21 U.S.C. 321(e))) residing or maintaining a place of business in the United States whom a foreign facility designates as its agent for purposes of this subpart. A U.S. agent may not be in the form of a mailbox, answering machine or service, or other place where an individual acting as the foreign facility's agent is not physically present.  (1) The U.S. agent acts as a communications link between FDA and the foreign facility for both emergency and routine communications. The U.S. agent will be the person FDA contacts when an emergency occurs, unless the registration specifies another emergency contact.  (2) FDA will treat representations by the U.S. agent as those of the foreign facility, and will consider information or documents provided to the U.S. agent the equivalent of providing the information or documents to the foreign facility. FDA will consider the U.S. agent the equivalent of the registrant for purposes of sharing information and communications. The U.S. agent of a foreign facility may view the information submitted in the foreign facility's registration.  (3) Having a single U.S. agent for the purposes of this subpart does not preclude facilities from having multiple agents (such as foreign suppliers) for other business purposes. A firm's commercial business in the United States need not be conducted through the U.S. agent designated for purposes of this subpart.  You or registrant   means the owner, operator, or agent in charge of a facility that manufactures/processes, packs, or holds food for consumption in the United States. [80 FR 56141, Sept. 17, 2015, as amended at 81 FR 3715, Jan. 22, 2016; 81 FR 45950, July 14, 2016]"""
GENERAL ENFORCEMENT REGULATIONS,Registration of Food Facilities,1.230, When must you register or renew your registration?,"""(a)  Registration.   You must register before your facility begins to manufacture, process, pack, or hold food for consumption in the United States. You may authorize an individual to register the facility on your behalf.  (b)  Registration renewal.   You must submit a registration renewal containing the information required under 1.232 every other year, during the period beginning on October 1 and ending on December 31 of each even-numbered year. You may authorize an individual to renew a facility's registration on your behalf. If the individual submitting the registration renewal is not the owner, operator, or agent in charge of the facility, the registration renewal must also include a statement in which the individual certifies that the information submitted is true and accurate, certifies that he/she is authorized to submit the registration renewal, and identifies by name, address, and telephone number, the individual who authorized submission of the registration renewal. In addition, the registration renewal must also identify the individual who authorized submission of the registration renewal by email address, unless FDA has granted a waiver under 1.245. Each registration renewal must include the name of the individual submitting the registration renewal, and the individual's signature (for the paper option). Each electronic registration renewal must include the name of the individual submitting the renewal.  (c)  Abbreviated registration renewal process.   If you do not have any changes to the information required under 1.232 since you submitted the preceding registration, registration renewal, or update for your facility, you may use the abbreviated registration renewal process. If you use the abbreviated registration renewal process, you must confirm that no changes have been made to the information required under 1.232 since you submitted the preceding registration, registration renewal or update, and you must certify that the information submitted is truthful and accurate. Each abbreviated registration renewal must include the name of the individual submitting the abbreviated renewal, and the individual's signature (for the paper option). Each electronic abbreviated registration renewal must include the name of the individual submitting the abbreviated renewal. For abbreviated registration renewals not submitted by the owner, operator, or agent in charge of the facility, the abbreviated renewal must provide the email address of the individual who authorized submission of the abbreviated renewal, unless FDA has granted a waiver under 1.245. You must use Form FDA 3537 to submit abbreviated registration renewals to FDA. [81 FR 45950, July 14, 2016]"""
GENERAL ENFORCEMENT REGULATIONS,Registration of Food Facilities,1.231, How and where do you register or renew your registration?,"""(a)  Electronic registration and registration renewal.   (1) To register or renew a registration electronically, you must go to  http://www.fda.gov/furls,   which is available for registration 24 hours a day, 7 days a week. This Web site is available from wherever the Internet is accessible, including libraries, copy centers, schools, and Internet cafes. An individual authorized by the owner, operator, or agent in charge of a facility may also register a facility electronically.  (2) Beginning on January 4, 2020, you must submit your registration or registration renewal to FDA electronically, unless FDA has granted you a waiver under 1.245.  (3) After you submit your electronic registration, FDA will verify the accuracy of your unique facility identifier (UFI) recognized as acceptable by FDA and will also verify that the facility-specific address associated with the UFI is the same address associated with your registration. FDA will not confirm your registration or provide you with a registration number until FDA verifies the accuracy of your facility's UFI and verifies that the facility-specific address associated with the UFI is the same address associated with your registration. With respect to electronic registration renewals, after you submit your electronic registration renewal, FDA will provide you with an electronic confirmation of your registration renewal. When you update your facility's UFI as part of your electronic registration renewal, FDA will verify the accuracy of your facility's UFI and will also verify that the facility-specific address associated with the UFI is the same address associated with your registration. FDA will not provide you with a confirmation of your registration renewal until FDA verifies the accuracy of your UFI and verifies that the facility-specific address associated with the UFI is the same address associated with your registration.  (4) For electronic registrations not submitted by the owner, operator, or agent in charge of the facility, after submission of the registration, FDA will verify that the individual identified as having authorized submission of the registration in fact authorized the submission on behalf of the facility. FDA will not confirm the registration or provide a registration number until that individual confirms that he or she authorized the submission. With respect to electronic registration renewals, after completion of the electronic registration renewal, FDA will provide an electronic confirmation of the registration renewal. For electronic registration renewals not submitted by the owner, operator, or agent in charge of the facility, FDA will verify that the individual identified as having authorized submission of the registration renewal in fact authorized the submission on behalf of the facility. FDA will not provide an electronic confirmation of the registration renewal until that individual confirms that he or she authorized the submission.  (5) For a foreign facility, after you submit your electronic registration, FDA will verify that the person identified as the U.S. agent for your foreign facility has agreed to serve as your U.S. agent. FDA will not confirm your registration or provide you with a registration number until that person confirms that the person agreed to serve as your U.S. agent. With respect to electronic registration renewals, after you complete your electronic registration renewal, FDA will provide you with an electronic confirmation of your registration renewal. When you update information about your U.S. agent as part of your electronic registration renewal, FDA will verify that the person identified as the U.S. agent for your foreign facility has agreed to serve as your U.S. agent. FDA will not provide you with an electronic confirmation of your registration renewal until that person confirms that the person agreed to serve as your U.S. agent.  (6) If any information you previously submitted was incorrect at the time of submission, you must immediately update your facility's registration as specified in 1.234.  (7) You will be considered registered once FDA electronically sends you your confirmation and registration number.  (b)  Registration or registration renewal by mail or fax.   Beginning January 4, 2020, you must submit your registration or registration renewal to FDA electronically, unless FDA has granted you a waiver under 1.245. If FDA has granted you a waiver under 1.245, you may register or renew a registration by mail or by fax.  (1) You must register or renew a registration (including abbreviated registration renewals) using Form FDA 3537. You may obtain a copy of this form by writing to the U.S. Food and Drug Administration, Center for Food Safety and Applied Nutrition, 5001 Campus Dr. (HFS-681), College Park, MD 20740 or by requesting the form by phone at 1-800-216-7331 or 301-575-0156.  (2) When you receive the form, you must fill it out completely and legibly and either mail it to the address in paragraph (b)(1) of this section or fax it to 301-436-2804.  (3) If any required information on the form is incomplete or illegible when FDA receives it, FDA will return the form to you for revision, provided that your mailing address or fax number is legible and valid. When returning a registration form for revision, FDA will use the means by which the form was received by the Agency ( i.e.,   by mail or fax).  (4) FDA will enter complete and legible mailed and faxed registration submissions into its registration system, as soon as practicable, in the order FDA receives them.  (5) After you submit your registration, FDA will verify the accuracy of your facility's UFI and will also verify that the facility-specific address associated with the UFI is the same address associated with your registration. FDA will not confirm your registration or provide you with a registration number until FDA verifies the accuracy of your facility's UFI and verifies that the facility-specific address associated with the UFI is the same address associated with your registration. With respect to registration renewals, after you submit your registration renewal by mail or fax, FDA will provide you with a confirmation of your registration renewal. When you update your facility's UFI as part of your registration renewal, FDA will verify the accuracy of your facility's UFI and will also verify that the facility-specific address associated with the UFI is the same address associated with your registration. FDA will not provide you with a confirmation of your registration renewal until FDA verifies the accuracy of your UFI and verifies that the facility-specific address associated with the UFI is the same address associated with your registration.  (6) For registrations not submitted by the owner, operator, or agent in charge of the facility, after submission of the registration by mail or fax, FDA will verify that the individual identified as having authorized submission of the registration in fact authorized the submission on behalf of the facility. FDA will not confirm the registration or provide a registration number until that individual confirms that he or she authorized the submission. With respect to registration renewals, after completion of the registration renewal by mail or fax, FDA will provide a confirmation of the registration renewal. For registration renewals not submitted by the owner, operator, or agent in charge of the facility, FDA will verify that the individual identified as having authorized submission of the registration renewal in fact authorized the submission on behalf of the facility. FDA will not provide a confirmation of the registration renewal until that individual confirms that he or she authorized the submission.  (7) For a foreign facility, after you submit your registration by mail or fax, FDA will verify that the person identified as the U.S. agent for your foreign facility has agreed to serve as your U.S. agent. FDA will not confirm your registration or provide you with a registration number until that person confirms that the person agreed to serve as your U.S. agent. With respect to registration renewals, after you complete your registration renewal by mail or fax, FDA will provide you with a confirmation of your registration renewal. When you update information about your U.S. agent as part of your registration renewal, FDA will verify that the person identified as the U.S. agent for your foreign facility has agreed to serve as your U.S. agent. FDA will not provide you with a confirmation of your registration renewal until that person confirms that the person agreed to serve as your U.S. agent.  (8) FDA will mail or fax you a copy of the registration as entered, confirmation of registration, and your registration number. When responding to a registration submission, FDA will use the means by which the registration was received by the Agency ( i.e.,   by mail or fax).  (9) If any information you previously submitted was incorrect at the time of submission, you must immediately update your facility's registration as specified in 1.234.  (10) Your facility is considered registered once FDA enters your facility's registration data into the registration system and the system generates a registration number.  (c)  Fees.   No registration fee is required.  (d)  Language.   You must submit all registration information in the English language except an individual's name, the name of a company, the name of a street, and a trade name may be submitted in a foreign language. All information, including these items, must be submitted using the Latin (Roman) alphabet. [81 FR 45950, July 14, 2016]"""
