"""Administration""","""Labelling of Food and Drugs in Pressurized Containers""",,,"""A.01.061""","(1) Subject to section A.01.063, in the case of a food or a drug packaged in a disposable metal container designed to release pressurized contents by use of a manually operated valve that forms an integral part of the container, the principal display panel of the inner and outer labels of the food or drug shall display, in accordance with sections 15 to 18 of the  Consumer Chemicals and Containers Regulations (a) the hazard symbol set out in Column II of item 10 of Schedule II to those Regulations, accompanied by the signal word “CAUTION /  ATTENTION (b) the primary hazard statement “CONTAINER MAY EXPLODE IF HEATED. /  CE CONTENANT PEUT EXPLOSER S’IL EST CHAUFFÉ (2) Subject to section A.01.063, one panel of the inner and outer labels of a food or drug referred to in subsection (1) shall display, in the size required by paragraph 19(1)(b) of the  Consumer Chemicals and Containers Regulations “Contents under pressure. Do not place in hot water or near radiators, stoves or other sources of heat. Do not puncture or incinerate container or store at temperatures over 50°C. Contenu sous pression. Ne pas mettre dans l’eau chaude ni près des radiateurs, poêles ou autres sources de chaleur. Ne pas percer le contenant, ni le jeter au feu, ni le conserver à des températures dépassant 50 °C. (3) The requirements of subsections (1) and (2) do not apply in relation to a drug or food if the Minister determines that the design of the container, the materials used in its construction or the incorporation of a safety device eliminate its potential hazard. """
"""Administration""","""Labelling of Food and Drugs in Pressurized Containers""",,,"""A.01.062""","(1) Subject to section A.01.063, if a food or drug is packaged in a container described in subsection A.01.061(1) and has a flame projection of a length set out in column I of any of items 1 to 3 of the table to this subsection or a flashback as set out in column I of item 4 of that table, as determined by official method DO-30,  Determination of Flame Projection Consumer Chemicals and Containers Regulations (a) the hazard symbol set out in Column II of the same item; (b) in both official languages, the signal word set out in Column III of the same item; and (c) in both official languages, the primary hazard statement set out in Column IV of the same item. TABLE IS NOT DISPLAYED, SEE SOR/81-616, S. 2; SOR/92-15, S. 3 (2) In addition to the requirements of subsection (1), one panel of the inner label and outer labels of a food or drug referred to in that subsection shall display, in the size required by paragraph 19(1)(b) of the  Consumer Chemicals and Containers Regulations “Do not use in presence of open flame or spark. Ne pas utiliser en présence d’une flamme nue ou d’étincelles """
"""Administration""","""Labelling of Food and Drugs in Pressurized Containers""",,,"""A.01.063""","(1) Where the labelled net contents of a container of a food or drug described in subsection A.01.061(1) or A.01.062(1) does not exceed 60 millilitres or 60 grams, the inner label may show only the information described in paragraph A.01.061(1)(a) or paragraphs A.01.062(1)(a) and (b), as the case may be. (2) Where the labelled net contents of a container of a food or drug described in subsection A.01.061(1) or A.01.062(1) exceeds 60 millilitres or 60 grams but does not exceed 120 millilitres or 120 grams, the inner label may show only the information described in subsection A.01.061(1) or subsection A.01.062(1), as the case may be. (3) Where the labelled net quantity, in a container, of a food or drug referred to in subsection A.01.061(1) or A.01.062(1) is less than 30 mL or 30 g, the hazard symbol shall be of such size as to be capable of being circumscribed by a circle with a diameter of at least 6 mm. (4) Where a container of a food or drug, described in subsection (1) or (2) is sold in a package, the outer label may show only the information described in subsection A.01.061(2) and, where applicable, subsection A.01.062(2). """
"""Administration""","""Labelling of Food and Drugs in Pressurized Containers""",,,"""A.01.064""","[Repealed, SOR/93-243, s. 2] """
"""Administration""","""Security Packaging""",,,"""A.01.065""","(1) In this section,  drug for human use (a) a mouthwash; (b) to be inhaled, ingested or inserted into the body; or (c) for ophthalmic use. (2) Subject to subsection (3), no person shall sell or import a drug for human use that is packaged and available to the general public in a self-service display, unless the drug is contained in a security package. (3) Subsection (2) does not apply to lozenges. (4) Subject to subsection (5), a statement or illustration that draws attention to the security feature of the security package referred to in subsection (2) shall be carried (a) on the inner label of the package; and (b) if the security feature is a part of the outer package, on the outer label. (5) Subsection (4) does not apply if the security feature of a security package is self-evident and is an integral part of the immediate product container. """
"""Administration""","""Exemptions""","""Application""",,"""A.01.066""","Sections A.01.067 and A.01.068 do not apply to (a) a drug included in Schedule I, II, III, IV or V to the  Controlled Drugs and Substances Act (b) a prescription drug. """
"""Administration""","""Exemptions""","""Advertising""",,"""A.01.067""","A drug is exempt from subsection 3(1) of the Act with respect to its advertisement to the general public as a preventative, but not as a treatment or cure, for any of the diseases, disorders or abnormal physical states referred to in Schedule A to the Act. """
"""Administration""","""Exemptions""","""Sale""",,"""A.01.068""","A drug is exempt from subsection 3(2) of the Act with respect to its sale by a person where the drug is represented by label or is advertised by that person to the general public as a preventative, but not as a treatment or cure, for any of the diseases, disorders or abnormal physical states referred to in Schedule A to the Act. """
"""Foods""",,"""General""",,"""B.01.001""","(1) In this Part, agricultural chemical Pest Control Products Act (a) food additive that is listed in, and used in accordance with, the tables to section B.16.100, (b) nutritive substance that is used, recognized or commonly sold as food or as an ingredient of food, (c) vitamin, mineral nutrient or amino acid, (d) essential oil, flavouring preparation, natural extractive, oleoresin, seasoning or spice, (e) food packaging material or any substance of which that material is composed, or (f) drug recommended for administration to animals that may be consumed as food; ( available display surface (a) the bottom of an ornamental container or the total surface area of both sides of a tag attached to the ornamental container, whichever is greater, (b) the total surface area of both sides of a tag attached to a package to which a label cannot be physically applied or on which information cannot be legibly set out and easily viewed by the purchaser or consumer under the customary conditions of purchase, and (c) the total surface area of any other package, excluding the bottom if the contents of the package leak out or are damaged when the package is turned over, but does not include (d) any area of a package on which a label cannot be physically applied or on which information cannot be legibly set out and easily viewed by the purchaser or consumer under the customary conditions of purchase, (e) any part of a package that is intended to be destroyed when it is opened, other than a package of a food that is intended to be consumed by one person at a single eating occasion, or (f) the area occupied by the universal product code; ( close proximity common name (a) the name of the food printed in boldface type, but not in italics, in a provision of these Regulations, (b) the name prescribed by any other regulation, or (c) if the name of the food is not so printed or prescribed, the name by which the food is generally known; ( component daily value Directory of NFT Formats Nutrition Labelling – Directory of Nutrition Facts Table Formats durable life durable life date energy value extended meat product extended poultry product fish product flavouring preparation food additive (a) any nutritive material that is used, recognized or commonly sold as an article or ingredient of food; (b) vitamins, mineral nutrients and amino acids, other than those listed in the tables to Division 16, (c) spices, seasonings, flavouring preparations, essential oils, oleoresins and natural extractives; (d) agricultural chemicals, other than those listed in the tables to Division 16, (e) food packaging materials and components thereof; and (f) drugs recommended for administration to animals that may be consumed as food; ( food colour Marketing Authorization for Food Additives That May Be Used as Colouring Agents functional substitute for a sweetening agent gelling agent ingredient List of Contaminants and Other Adulterating Substances in Foods List of Contaminants and Other Adulterating Substances in Foods marketing authorization meal replacement meat product meat product extender mechanically tenderized beef (a) the integrity of the surface of the beef is compromised by being pierced by blades, needles or other similar instruments; or (b) the beef is injected with a marinade or other tenderizing solution; ( monounsaturated fatty acids monounsaturated fat monounsaturates monounsaturated cis mutiple-serving prepackaged product nutritional supplement nutrition facts table omega-3 polyunsaturated fatty acids omega-3 polyunsaturated fat omega-3 polyunsaturates omega-3 polyunsaturated omega-3 (a) 9- cis cis cis (b) 8- cis cis cis cis (c) 5- cis cis cis cis cis (d) 7- cis cis cis cis cis (e) 4- cis cis cis cis cis cis omega-6 polyunsaturated fatty acids omega-6 polyunsaturated fat omega-6 polyunsaturates omega-6 polyunsaturated omega-6 (a) 9- cis cis (b) 6- cis cis cis (c) 8- cis cis cis (d) 5- cis cis cis cis (e) 7- cis cis cis cis (f) 4- cis cis cis cis cis ornamental container overage parts per million [Repealed, SOR/2010-94, s. 1] parts per million p.p.m. per cent % point polyunsaturated fatty acids polyunsaturated fat polyunsaturates polyunsaturated cis poultry product poultry product extender prepackaged meal Canada’s Food Guide to Healthy Eating (a) meat, fish, poultry, legumes, nuts, seeds, eggs or milk or milk products other than butter, cream, sour cream, ice-cream, ice milk and sherbet; and (b) vegetables, fruit or grain products; ( prepackaged product principal display panel (a) in the case of a label that is applied to a  consumer prepackaged 1 Safe Food for Canadians Regulations principal display panel (b) in the case of a label that is applied to a prepackaged product other than a consumer prepackaged food subject to the  Safe Food for Canadians Regulations (c) in the case of a label that is applied to a food that is not a prepackaged product, the part of the label that is applied to all or part of the side or surface of the food that is displayed or visible under normal or customary conditions of sale or use; ( reasonable daily intake recommended daily intake [Repealed, SOR/2016-305, s. 1] reference amount reference standard [Repealed, SOR/2016-305, s. 1] saturated fatty acids saturated fat saturates saturated simulated meat product simulated poultry product single-serving prepackaged product sugars sugars-based ingredient (a) an ingredient that is a monosaccharide or disaccharide or a combination of these; (b) an ingredient that is a sweetening agent other than one referred to in paragraph (a); and (c) any other ingredient that contains one or more sugars and that is added to the product as a functional substitute for a sweetening agent; ( sweetener Marketing Authorization for Food Additives That May Be Used as Sweeteners sweetening agent Table of Daily Values Nutrition Labelling – Table of Daily Values Table of Reference Amounts Nutrition Labelling – Table of Reference Amounts for Food trans fatty acids trans fat trans trans unstandardized food weighted recommended nutrient intake yolk-replaced egg (a) does not contain egg yolk but contains fluid, dried or frozen egg albumen or mixtures thereof, (b) is intended as a substitute for whole egg, and (c) meets the requirements of section B.22.032; ( (2) The definitions in this subsection apply for the purposes of the Act. agricultural chemical food additive """
"""Foods""",,"""General""",,"""B.01.001.1""","(1) For the purpose of subsection (2), the term  fat (2) The daily value for a nutrient in a food is (a) in the case of a nutrient set out in column 1 of Part 1 of the Table of Daily Values, the quantity (i) set out in column 2, if the food is intended solely for children one year of age or older but less than four years of age, and (ii) set out in column 3, if the food is intended for children one year of age or older but less than four years of age or for children four years of age or older and adults; and (b) in the case of a vitamin or mineral nutrient set out in column 1 of Part 2 of the Table of Daily Values, the quantity (i) set out in column 2, if the food is intended solely for infants six months of age or older but less than one year of age, (ii) set out in column 3, if the food is intended for infants six months of age or older but less than one year of age or for children one year of age or older but less than four years of age, and (iii) set out in column 4, in any other case. (3) Subsection (2) does not apply if the food is a human milk substitute intended solely for infants less than six months of age. """
"""Foods""",,"""General""",,"""B.01.002""","Each provision in this Part in which the symbol  [S] """
"""Foods""",,"""General""",,"""B.01.002A""","(1) For the purposes of this Part, a serving of stated size of a food shall be (a) based on the food as offered for sale; (b) in either of the following cases, the net quantity of the food in the package: (i) if the quantity of food in the package can reasonably be consumed by one person at a single eating occasion, or (ii) if the package contains less than 200% of the reference amount for the food; and (c) in all other cases, the amount indicated for the food according to the criteria set out in column 3A of the Table of Reference Amounts. (2) A serving of stated size of a food shall be expressed as follows: (a) in the case of a single-serving prepackaged product to which paragraph (1)(b) applies, per package and using the following units: (i) in grams, if the net quantity of the food is shown on the label by weight or by count, and (ii) in millilitres, if the net quantity of the food is shown on the label by volume; and (b) in the case of a multiple-serving prepackaged product to which paragraph (1)(c) applies, according to the following units set out in column 3B of the Table of Reference Amounts and according to the manner set out in that column: (i) the household measure that applies to the product, and (ii) the metric measure that applies to the product. """
"""Foods""",,"""General""",,"""B.01.003""","(1) The following foods shall carry a label when offered for sale: (a) all prepackaged products other than (i) prepackaged confections, commonly known as one bite confections, that are sold individually, and (ii) prepackaged products consisting of fresh fruits or fresh vegetables that are packaged in a wrapper or confining band of less than 1/2 inch in width; (b) meat and meat by-products that are barbecued, roasted or broiled on the retail premises; (c) poultry, poultry meat or poultry meat by-products that are barbecued, roasted or broiled on the retail premises; (d) horse-meat or horse-meat by-product; (e) any substance or mixture of substances for use as a food additive or food additive preparation; and (f) flour and whole wheat flour that has been treated with gamma radiation from Cobalt 60 Source. (2) [Repealed, SOR/79-23, s. 2] """
"""Foods""",,"""General""",,"""B.01.004""","(1) All or part of the label referred to in section B.01.003 shall be applied (a) in the case of a prepackaged product, to the container in which the prepackaged product is sold; and (b) in the case of a food that is not a prepackaged product, to the food itself. (2) The label shall be applied in such a manner that the container of the prepackaged product or the food, as the case may be, will bear the label at the time it is sold. """
"""Foods""",,"""General""",,"""B.01.005""","(1) Subject to subsections (2) to (5), the information required to be shown on a label shall not be shown on that part of the label, if any, that is applied to the bottom of a food or container. (2) The information required to be shown on a label may be shown on that part of the label, if any, that is applied to the bottom of a food or to the bottom of a container if such information is also shown in those parts of the label that are not applied to the bottom of the food or container. (3) Notwithstanding subsection (2), where the container of a prepackaged product is an ornamental container and the label is applied to the bottom of the container, the information required to be shown may be shown on the label that is applied to the bottom of the container. (4) Notwithstanding subsection (2), the information required by subparagraph B.01.007(1.1)(b)(i) or paragraph B.24.103(g) or B.25.057(1)(f) or (2)(f) may be shown on that part of the label that is applied to the bottom of the package if a clear indication of the location of the required information appears elsewhere on the label. (5) Notwithstanding subsection (2), the nutrition facts table may be shown on that part of the label that is applied to the bottom of the food or container if the available display surface includes the bottom. """
"""Foods""",,"""General""",,"""B.01.006""","(1) The common name of the food shall be shown on the principal display panel. (2) Notwithstanding subsection (1), the common name of a fresh fruit or fresh vegetable that is prepackaged in such a manner that the fruit or vegetable is visible and identifiable in the package is not required to be shown on the label. """
"""Foods""",,"""General""",,"""B.01.007""","(1) In this section,  packaging date (a) the date on which a food is placed for the first time in a package in which it will be offered for sale to a consumer; or (b) the date on which a prepackaged product is weighed by a retailer in a package in which it will be offered for sale for the first time to a consumer. (1.1) The following information shall be shown on any part of the label: (a) the identity and principal place of business of the person by or for whom the food was manufactured or produced; (b) where a prepackaged product having a durable life of 90 days or less is packaged at a place other than the retail premises from which it is to be sold, (i) the durable life date, and (ii) instructions for the proper storage of the prepackaged product if it requires storage conditions that differ from normal room temperature; and (c) where a prepackaged product having a durable life of 90 days or less is packaged on the retail premises from which it is to be sold, (i) the packaging date, and (ii) the durable life of the food, except when the durable life appears on a poster next to the food. (1.2) The packaging date referred to in paragraph (1.1)(c) shall be shown in the form and manner prescribed for the durable life date by subsections (4) and (5) and the terms “best before” and “ meilleur avant empaqueté le (2) Paragraph (1.1)(a) does not apply to fresh fruits or fresh vegetables that are prepackaged on retail premises in such a manner that the fruits or vegetables are visible and identifiable in the package. (3) Paragraphs (1.1)(b) and (c) do not apply to (a) prepackaged products consisting of fresh fruits or fresh vegetables; (b) prepackaged individual portions of food that are served by a restaurant or other commercial enterprise with meals or snacks; (c) prepackaged individual servings of food that are prepared by a commissary and sold by automatic vending machines or mobile canteens; or (d) prepackaged donuts. (4) The durable life date shall be shown in the following manner: (a) the words “best before” and “ meilleur avant (b) where, for the sake of clarity, it is necessary to show the year in which the durable life date occurs, the year shall be shown first and shall be expressed by at least the last two numbers of the year; (c) the month shall be shown in words after the year, if the year is shown, and may be abbreviated as prescribed by subsection (5); and (d) the day of the month shall be shown after the month and shall be expressed in numbers. (5) The month of the durable life date, when abbreviated, shall be abbreviated as follows and only one such abbreviation shall be used for the English language and the French language: JA for JANUARY FE for FEBRUARY MR for MARCH AL for APRIL MA for MAY JN for JUNE JL for JULY AU for AUGUST SE for SEPTEMBER OC for OCTOBER NO for NOVEMBER DE for DECEMBER (6) Except as otherwise provided in these Regulations, no person shall use a durable life date marking system on the label of a prepackaged product or in advertising a prepackaged product other than the marking system set out in this section. (7) Paragraph (1.1)(b) does not apply to prepackaged fresh yeast, if (a) the date on which it is estimated that the product has lost its effectiveness is shown on the label in the form and manner prescribed for the durable life date by subsections (4) and (5); and (b) the terms “best before” and “ meilleur avant employez avant """
"""Foods""",,"""General""",,"""B.01.008""","(1) The following information shall be shown grouped together on any part of the label: (a) any information required by these Regulations, other than the information required to appear on the principal display panel or the nutrition facts table and the information required by sections B.01.007, B.01.301, B.01.305, B.01.311, B.01.503, B.01.513 and B.01.601; and (b) where a prepackaged product consists of more than one ingredient, a list of all ingredients, including, subject to section B.01.009, components, if any. (2) Paragraph (1)(b) does not apply to (a) prepackaged products packaged from bulk on retail premises, except prepackaged products that are a mixture of nuts; (b) prepackaged individual portions of food that are served by a restaurant or other commercial enterprise with meals or snacks; (c) prepackaged individual servings of food that are prepared by a commissary and sold by automatic vending machines or mobile canteens; (d) prepackaged meat and meat by-products that are barbecued, roasted or broiled on the retail premises; (e) prepackaged poultry, poultry meat or poultry meat by-products that are barbecued, roasted or broiled on the retail premises; (f) Bourbon whisky and prepackaged products subject to compositional standards in Division 2; or (g) prepackaged products subject to compositional standards in Division 19. (3) Despite paragraph (1)(b), the following items are not required to be shown on the label of a prepackaged product: (a) wax coating compounds and their components, used as an ingredient or component of prepackaged fresh fruit or vegetables; (b) sausage casings, used as an ingredient or component of prepackaged sausages; (c) hydrogen, used as an ingredient or component of a prepackaged product if used for hydrogenation purposes; and (d) components of ingredients of a sandwich, if the sandwich is made with bread. (4) to (10) [Repealed, SOR/2016-305, s. 4] """
"""Foods""",,"""General""",,"""B.01.008.1""","(1) Information appearing on the label of a prepackaged product according to sections B.01.008.2 to B.01.010.4 shall be shown (a) in a single colour of type that is a visual equivalent of 100% solid black type on a white background or a uniform neutral background with a maximum 5% tint of colour; (b) in a single standard sans serif font that is not decorative and in a manner that the characters never touch each other or any differentiating feature under subsection B.01.008.2(2); (c) in type of normal or condensed width that is not scaled down so that the characters take up less space horizontally and, if a nutrition facts table appears on the label, the width of type must be the same as that required for the type used to show the nutrients that appear in the nutrition facts table; (d) in regular type, subject to paragraph B.01.008.2(1)(b), subparagraph B.01.010.3(1)(a)(ii) and paragraphs B.01.010.3(1)(c) and B.01.010.4(1)(c) and (d); and (e) in type that is the same height that is not less than 1.1 mm with identical leading of not less than 2.5 mm. (2) Despite paragraph (1)(a), a list of ingredients appearing on the label of the following prepackaged products is not required to be shown on a white background or a uniform neutral background with a maximum 5% tint of colour: (a) a prepackaged product that is intended solely for use as an ingredient in the manufacture of other prepackaged products intended for sale to a consumer at the retail level or as an ingredient in the preparation of food by a commercial or industrial enterprise or an institution; and (b) a prepackaged product that is a ready-to-serve multiple-serving prepackaged product intended solely to be served in a commercial or industrial enterprise or an institution. (3) Despite paragraph (1)(e), if a nutrition facts table appears on the label of a prepackaged product and the type size of the nutrients shown in the table is not less than 8 points, the information appearing on the label must appear in type that is the same height that is not less than 1.4 mm with identical leading of not less than 3.2 mm. (4) Despite paragraph (1)(e), a title that introduces a list of ingredients, a food allergen source, gluten source and added sulphites statement, as defined in subsection B.01.010.1(1), or a declaration referred to in subsection B.01.010.4(1) may be shown in type that is of a height that is greater than the height of the type used to show the ingredients in the list, the information in the statement or the information in the declaration, as the case may be. (5) If more than one of the titles referred to in subsection (4) appears on a label, the characters of each title must be of the same height. (6) For the purpose of this section, the  height """
"""Foods""",,"""General""",,"""B.01.008.2""","(1) A list of ingredients shall be introduced by a title that shall (a) consist of the term (i) “Ingredients” or “Ingredients:” in the English version of the list, and (ii) “ Ingrédients Ingrédients (b) be shown in bold type; and (c) be shown without any intervening printed, written or graphic material appearing between the title and the first ingredient shown in the list. (2) A list of ingredients shall be shown in a manner that clearly differentiates it on the label, by means of one or both of (a) graphics in the form of a solid-line border around the list or one or more solid lines appearing immediately above, below or at the sides of the list that are the same colour as that of the type used to show the information referred to in subsection B.01.008.1(1); and (b) a background colour that creates a contrast between the background colour of the list and the background colour used on the adjacent area of the label, other than the area used to display a food allergen source, gluten source and added sulphites statement, as defined in subsection B.01.010.1(1), a declaration referred to in subsection B.01.010.4(1) and a nutrition facts table. (3) In a list of ingredients, ingredients shall be shown (a) in descending order of their proportion of the prepackaged product or as a percentage of the prepackaged product, and the order or percentage shall be the order or percentage of the ingredients before they are combined to form the product; (b) in lower case letters, except that upper case letters shall be used to show (i) the first letter of each ingredient or, in the case of a food additive shown in whole or in part by an acronym, the entire acronym, and (ii) the alpha-descriptor that forms a part of the common name for a food additive, vitamin or micro-organism; and (c) separated by a bullet point or a comma. (4) Despite paragraph (3)(a), the following ingredients may be shown at the end of the list of ingredients, in any order: (a) spices, seasonings and herbs, except salt; (b) natural flavours and artificial flavours; (c) flavour enhancers; (d) food additives, except ingredients of food additive preparations or mixtures of substances for use as a food additive; (e) vitamins; (f) salts or derivatives of vitamins; (g) mineral nutrients; and (h) salts of mineral nutrients. (5) In a list of ingredients, the components of an ingredient shall be shown (a) in parentheses, immediately after the ingredient, unless the source of a food allergen or gluten is shown immediately after the ingredient, in which case components of the ingredient shall be shown immediately after that source; (b) in descending order of their proportion of the ingredient determined before the components are combined to form the ingredient; (c) in lower case letters, except that upper case letters shall be used to show (i) in the case of a food additive shown in whole or in part by an acronym, the entire acronym, and (ii) the alpha-descriptor that forms a part of the common name for a food additive, vitamin or micro-organism; and (d) separated by a comma. (6) Despite paragraph B.01.008(1)(b) and paragraphs (5)(a) and (b), but subject to section B.01.009, if one or more components of an ingredient are required by these Regulations to be shown in a list of ingredients, the ingredient is not required to be shown in the list if all components of the ingredient are shown in the list by their common names and in accordance with subsection (3) as if they were ingredients. (7) In a list of ingredients, the source of a food allergen or gluten shall be shown (a) immediately after the ingredient or component to which it applies in accordance with subsections B.01.010.1(8) and (10); (b) entirely in lower case letters; and (c) separated by a comma from any other source of a food allergen or gluten that is shown for the same ingredient or component. (8) If the English and French versions of a list of ingredients appear on the label, they shall be displayed on a continuous surface of the label’s available display surface, but need not be on the same continuous surface of the label’s available display surface. (9) If the English and French versions of a list of ingredients appear on the same continuous surface of the label, the version that follows the other version shall not begin on the same line as that on which the other version ends, except in the case of a prepackaged product that has an available display surface of less than 100 cm 2 """
